event,action,req_bytes,aligned_in_use,bytes_from_os,utilization,free_payload,overhead_est
0,alloc,3697,3700,4096,0.903320,332,64
1,alloc,2715,6416,8192,0.783203,1648,128
2,alloc,3343,9760,12288,0.794271,2336,192
3,alloc,331,10092,12288,0.821289,1972,224
4,alloc,1196,11288,12288,0.918620,744,256
5,alloc,2881,14172,16384,0.864990,1892,320
6,alloc,982,15156,16384,0.925049,876,352
7,alloc,2324,17480,20480,0.853516,2584,416
8,alloc,1948,19428,24576,0.790527,4668,480
9,alloc,3551,22980,28672,0.801479,5148,544
10,alloc,3478,26460,32768,0.807495,5700,608
11,alloc,3764,30224,36864,0.819878,5968,672
12,alloc,147,30372,36864,0.823893,5788,704
13,alloc,1980,32352,36864,0.877604,3776,736
14,alloc,4091,36444,45056,0.808860,7812,800
15,alloc,3552,39996,45056,0.887695,4228,832
16,alloc,253,40252,45056,0.893377,3940,864
17,alloc,3908,44160,49152,0.898438,4064,928
18,alloc,2267,46428,53248,0.871920,5828,992
19,alloc,1391,47820,53248,0.898062,4404,1024
20,alloc,2096,49916,57344,0.870466,6340,1088
21,alloc,1461,51380,57344,0.895996,4844,1120
22,alloc,2102,53484,61440,0.870508,6772,1184
23,alloc,2175,55660,65536,0.849304,8628,1248
24,alloc,1702,57364,65536,0.875305,6892,1280
25,alloc,263,57628,65536,0.879333,6596,1312
26,alloc,1025,58656,65536,0.895020,5536,1344
27,alloc,368,59024,65536,0.900635,5136,1376
28,alloc,273,59300,65536,0.904846,4828,1408
29,alloc,2020,61320,69632,0.880630,6840,1472
30,alloc,3185,64508,73728,0.874946,7684,1536
31,alloc,337,64848,73728,0.879557,7312,1568
32,alloc,3379,68228,77824,0.876696,7964,1632
33,alloc,2854,71084,81920,0.867725,9140,1696
34,alloc,808,71892,81920,0.877588,8300,1728
35,alloc,235,72128,81920,0.880469,8032,1760
36,alloc,366,72496,81920,0.884961,7632,1792
37,alloc,1185,73684,81920,0.899463,6412,1824
38,alloc,2482,76168,86016,0.885510,7960,1888
39,alloc,10,76180,86016,0.885649,7916,1920
40,alloc,1524,77704,86016,0.903367,6360,1952
41,alloc,2541,80248,90112,0.890536,7848,2016
42,alloc,1305,81556,90112,0.905051,6508,2048
43,alloc,2617,84176,94208,0.893512,7920,2112
44,alloc,1096,85272,94208,0.905146,6792,2144
45,alloc,656,85928,94208,0.912109,6104,2176
46,alloc,3539,89468,98304,0.910116,6596,2240
47,alloc,491,89960,98304,0.915120,6104,2240
48,alloc,2507,92468,102400,0.903008,7628,2304
49,alloc,239,92708,102400,0.905352,7356,2336
50,alloc,1433,94144,106496,0.884014,9952,2400
51,alloc,1277,95424,106496,0.896034,8640,2432
52,alloc,2311,97736,110592,0.883753,10360,2496
53,alloc,2452,100188,114688,0.873570,11940,2560
54,alloc,3727,103916,118784,0.874832,12244,2624
55,alloc,2247,106164,122880,0.863965,14028,2688
56,alloc,2125,108292,126976,0.852854,15932,2752
57,alloc,690,108984,126976,0.858304,15208,2784
58,alloc,1296,110280,126976,0.868511,13880,2816
59,alloc,1258,111540,126976,0.878434,12588,2848
60,alloc,3621,115164,131072,0.878632,12996,2912
61,alloc,68,115232,131072,0.879150,12896,2944
62,alloc,631,115864,131072,0.883972,12232,2976
63,alloc,3609,119476,135168,0.883907,12652,3040
64,alloc,73,119552,135168,0.884470,12544,3072
65,alloc,2412,121964,139264,0.875776,14164,3136
66,alloc,2026,123992,143360,0.864900,16168,3200
67,alloc,1703,125696,143360,0.876786,14432,3232
68,alloc,697,126396,143360,0.881669,13700,3264
69,alloc,1803,128200,147456,0.869412,15928,3328
70,alloc,3925,132128,151552,0.871833,16032,3392
71,alloc,2415,134544,155648,0.864412,17648,3456
72,alloc,952,135496,155648,0.870528,16664,3488
73,alloc,228,135724,155648,0.871993,16404,3520
74,alloc,1076,136800,155648,0.878906,15296,3552
75,alloc,1584,138384,155648,0.889083,13680,3584
76,alloc,3237,141624,159744,0.886569,14472,3648
77,alloc,149,141776,159744,0.887520,14288,3680
78,alloc,1026,142804,159744,0.893955,13228,3712
79,alloc,2261,145068,163840,0.885425,14996,3776
80,alloc,1038,146108,163840,0.891772,13924,3808
81,alloc,2271,148380,167936,0.883551,15684,3872
82,alloc,1329,149712,167936,0.891482,14320,3904
83,alloc,1749,151464,172032,0.880441,16600,3968
84,alloc,3938,155404,176128,0.882336,16692,4032
85,alloc,2640,158044,180224,0.876931,18084,4096
86,alloc,807,158852,180224,0.881414,17244,4128
87,alloc,3456,162308,184320,0.880577,17820,4192
88,alloc,2981,165292,188416,0.877272,18868,4256
89,alloc,2997,168292,192512,0.874190,19900,4320
90,alloc,1664,169956,192512,0.882833,18204,4352
91,alloc,3843,173800,196608,0.883993,18392,4416
92,alloc,3146,176948,200704,0.881637,19276,4480
93,alloc,1549,178500,204800,0.871582,21756,4544
94,alloc,628,179128,204800,0.874648,21096,4576
95,alloc,3687,182816,208896,0.875153,21440,4640
96,alloc,3391,186208,212992,0.874249,22080,4704
97,alloc,3332,189540,217088,0.873102,22780,4768
98,alloc,770,190312,217088,0.876658,21976,4800
99,alloc,2013,192328,221184,0.869538,23992,4864
100,alloc,510,192840,221184,0.871853,23448,4896
101,alloc,1192,194032,221184,0.877242,22224,4928
102,alloc,2585,196620,225280,0.872781,23668,4992
103,alloc,443,197064,225280,0.874751,23192,5024
104,alloc,2494,199560,229376,0.870013,24728,5088
105,alloc,2712,202272,233472,0.866365,26048,5152
106,alloc,4009,206284,237568,0.868316,26068,5216
107,alloc,1846,208132,241664,0.861245,28252,5280
108,alloc,131,208264,241664,0.861792,28088,5312
109,alloc,2309,210576,245760,0.856836,29808,5376
110,alloc,1757,212336,245760,0.863997,28016,5408
111,alloc,2142,214480,249856,0.858414,29904,5472
112,alloc,3087,217568,253952,0.856729,30848,5536
113,alloc,2842,220412,258048,0.854151,32036,5600
114,alloc,2192,222604,262144,0.849167,33876,5664
115,alloc,2159,224764,266240,0.844216,35748,5728
116,alloc,2017,226784,270336,0.838897,37760,5792
117,alloc,1600,228384,270336,0.844815,36128,5824
118,alloc,3679,232064,274432,0.845616,36480,5888
119,alloc,968,233032,274432,0.849143,35480,5920
120,alloc,1275,234308,274432,0.853793,34172,5952
121,alloc,2324,236632,278528,0.849581,35880,6016
122,alloc,3974,240608,282624,0.851336,35936,6080
123,alloc,3531,244140,286720,0.851493,36436,6144
124,alloc,993,245136,286720,0.854967,35408,6176
125,alloc,3431,248568,290816,0.854726,36008,6240
126,alloc,1050,249620,290816,0.858343,34924,6272
127,alloc,3251,252872,294912,0.857449,35704,6336
128,alloc,2328,255200,299008,0.853489,37408,6400
129,alloc,2083,257284,303104,0.848831,39356,6464
130,alloc,3767,261052,307200,0.849779,39620,6528
131,alloc,1764,262816,307200,0.855521,37824,6560
132,alloc,512,263328,307200,0.857187,37280,6592
133,alloc,1334,264664,307200,0.861536,35912,6624
134,alloc,3962,268628,311296,0.862934,35980,6688
135,alloc,152,268780,311296,0.863423,35796,6720
136,alloc,3132,271912,315392,0.862140,36696,6784
137,alloc,1449,273364,315392,0.866744,35212,6816
138,alloc,3527,276892,319488,0.866674,35716,6880
139,alloc,609,277504,319488,0.868590,35072,6912
140,alloc,2182,279688,323584,0.864344,36920,6976
141,alloc,1591,281280,323584,0.869264,35296,7008
142,alloc,2480,283760,327680,0.865967,36848,7072
143,alloc,2937,286700,331776,0.864137,37940,7136
144,alloc,1878,288580,335872,0.859196,40092,7200
145,alloc,281,288864,335872,0.860042,39776,7232
146,alloc,3406,292272,339968,0.859704,40400,7296
147,alloc,791,293064,339968,0.862034,39576,7328
148,alloc,3615,296680,344064,0.862281,39992,7392
149,alloc,844,297524,344064,0.864734,39116,7424
150,alloc,869,298396,344064,0.867269,38212,7456
151,alloc,843,299240,344064,0.869722,37336,7488
152,alloc,915,300156,344064,0.872384,36388,7520
153,alloc,3842,304000,348160,0.873162,36576,7584
154,alloc,2023,306024,352256,0.868755,38584,7648
155,alloc,1865,307892,352256,0.874058,36684,7680
156,alloc,1386,309280,352256,0.877998,35264,7712
157,alloc,1999,311280,356352,0.873518,37296,7776
158,alloc,2221,313504,360448,0.869762,39104,7840
159,alloc,3118,316624,364544,0.868548,40016,7904
160,alloc,776,317400,364544,0.870677,39208,7936
161,alloc,2357,319760,368640,0.867405,40880,8000
162,alloc,2254,322016,372736,0.863925,42656,8064
163,alloc,2419,324436,376832,0.860957,44268,8128
164,alloc,2979,327416,380928,0.859522,45320,8192
165,alloc,2218,329636,385024,0.856144,47132,8256
166,alloc,3751,333388,389120,0.856774,47412,8320
167,alloc,2192,335580,393216,0.853424,49252,8384
168,alloc,2475,338056,397312,0.850858,50808,8448
169,alloc,2529,340588,401408,0.848483,52308,8512
170,alloc,1145,341736,401408,0.851343,51128,8544
171,alloc,161,341900,401408,0.851752,50932,8576
172,alloc,3922,345824,405504,0.852825,51040,8640
173,alloc,539,346364,405504,0.854157,50468,8672
174,alloc,510,346876,405504,0.855419,49924,8704
175,alloc,1262,348140,405504,0.858537,48628,8736
176,alloc,1074,349216,405504,0.861190,47520,8768
177,alloc,1677,350896,405504,0.865333,45808,8800
178,alloc,4085,354984,413696,0.858079,49848,8864
179,alloc,1040,356024,413696,0.860593,48776,8896
180,alloc,324,356348,413696,0.861376,48420,8928
181,alloc,3173,359524,417792,0.860533,49276,8992
182,alloc,1335,360860,417792,0.863731,47908,9024
183,alloc,2640,363500,421888,0.861603,49300,9088
184,alloc,1105,364608,421888,0.864229,48160,9120
185,alloc,683,365292,421888,0.865851,47444,9152
186,alloc,1315,366608,421888,0.868970,46096,9184
187,alloc,1069,367680,421888,0.871511,44992,9216
188,alloc,1123,368804,421888,0.874175,43836,9248
189,alloc,1971,370776,421888,0.878849,41832,9280
190,alloc,2914,373692,425984,0.877244,42948,9344
191,alloc,1741,375436,425984,0.881338,41172,9376
192,alloc,258,375696,425984,0.881949,40880,9408
193,alloc,1782,377480,430080,0.877697,43128,9472
194,alloc,1324,378804,430080,0.880776,41772,9504
195,alloc,182,378988,430080,0.881203,41556,9536
196,alloc,989,379980,430080,0.883510,40532,9568
197,alloc,26,380008,430080,0.883575,40472,9600
198,alloc,1415,381424,434176,0.878501,43088,9664
199,alloc,1121,382548,434176,0.881090,41932,9696
200,alloc,471,383020,434176,0.882177,41428,9728
201,alloc,1370,384392,438272,0.877063,44088,9792
202,alloc,2286,386680,438272,0.882283,41768,9824
203,alloc,3996,390676,442368,0.883147,41804,9888
204,alloc,37,390716,442368,0.883237,41732,9920
205,alloc,3104,393820,446464,0.882087,42660,9984
206,alloc,3464,397284,450560,0.881756,43228,10048
207,alloc,445,397732,450560,0.882750,42748,10080
208,alloc,3759,401492,454656,0.883068,43020,10144
209,alloc,3570,405064,458752,0.882969,43480,10208
210,alloc,2795,407860,462848,0.881196,44716,10272
211,alloc,749,408612,462848,0.882821,43932,10304
212,alloc,830,409444,462848,0.884619,43068,10336
213,alloc,3525,412972,466944,0.884414,43572,10400
214,alloc,965,413940,466944,0.886487,42572,10432
215,alloc,2751,416692,471040,0.884621,43852,10496
216,alloc,1591,418284,475136,0.880346,46292,10560
217,alloc,562,418848,475136,0.881533,45696,10592
218,alloc,3971,422820,479232,0.882287,45756,10656
219,alloc,544,423364,479232,0.883422,45180,10688
220,alloc,1374,424740,483328,0.878782,47836,10752
221,alloc,2225,426968,483328,0.883392,45576,10784
222,alloc,2564,429532,487424,0.881229,47044,10848
223,alloc,3840,433372,491520,0.881698,47236,10912
224,alloc,1772,435144,495616,0.877986,49496,10976
225,alloc,82,435228,495616,0.878156,49380,11008
226,alloc,3415,438644,499712,0.877794,49996,11072
227,alloc,871,439516,499712,0.879539,49092,11104
228,alloc,3986,443504,503808,0.880304,49136,11168
229,alloc,300,443804,503808,0.880899,48804,11200
230,alloc,2500,446304,507904,0.878717,50336,11264
231,alloc,1047,447352,507904,0.880781,49256,11296
232,alloc,2716,450068,512000,0.879039,50572,11360
233,alloc,2293,452364,516096,0.876511,52308,11424
234,alloc,2983,455348,520192,0.875346,53356,11488
235,alloc,799,456148,520192,0.876884,52524,11520
236,alloc,98,456248,520192,0.877076,52392,11552
237,alloc,1382,457632,520192,0.879737,50976,11584
238,alloc,3997,461632,524288,0.880493,51008,11648
239,alloc,4071,465704,532480,0.874594,55064,11712
240,alloc,2941,468648,532480,0.880123,52088,11744
241,alloc,2449,471100,536576,0.877974,53668,11808
242,alloc,2161,473264,540672,0.875326,55536,11872
243,alloc,372,473636,540672,0.876014,55132,11904
244,alloc,1199,474836,540672,0.878233,53900,11936
245,alloc,3380,478216,544768,0.877834,54552,12000
246,alloc,2078,480296,548864,0.875073,56504,12064
247,alloc,1724,482020,548864,0.878214,54748,12096
248,alloc,1274,483296,548864,0.880539,53440,12128
249,alloc,3382,486680,552960,0.880136,54088,12192
250,alloc,3585,490268,557056,0.880105,54532,12256
251,alloc,144,490412,557056,0.880364,54356,12288
252,alloc,1644,492056,561152,0.876868,56744,12352
253,alloc,2957,495016,565248,0.875750,57816,12416
254,alloc,138,495156,565248,0.875998,57644,12448
255,alloc,248,495404,565248,0.876437,57364,12480
256,alloc,3753,499160,569344,0.876728,57640,12544
257,alloc,1017,500180,569344,0.878520,56588,12576
258,alloc,120,500300,569344,0.878731,56436,12608
259,alloc,2514,502816,573440,0.876842,57952,12672
260,alloc,521,503340,573440,0.877755,57396,12704
261,alloc,287,503628,573440,0.878258,57076,12736
262,alloc,3618,507248,577536,0.878297,57488,12800
263,alloc,3594,510844,581632,0.878294,57924,12864
264,alloc,3181,514028,585728,0.877588,58772,12928
265,alloc,3778,517808,589824,0.877903,59024,12992
266,alloc,1396,519204,589824,0.880269,57596,13024
267,alloc,3621,522828,593920,0.880300,58004,13088
268,alloc,3344,526172,598016,0.879863,58692,13152
269,alloc,1975,528148,602112,0.877159,60748,13216
270,alloc,1136,529284,602112,0.879046,59580,13248
271,alloc,3032,532316,606208,0.878108,60580,13312
272,alloc,1891,534208,610304,0.875315,62720,13376
273,alloc,3046,537256,614400,0.874440,63704,13440
274,alloc,3002,540260,618496,0.873506,64732,13504
275,alloc,1777,542040,618496,0.876384,62920,13536
276,alloc,2848,544888,622592,0.875193,64104,13600
277,alloc,283,545172,622592,0.875649,63788,13632
278,alloc,2661,547836,626688,0.874177,65156,13696
279,alloc,2134,549972,630784,0.871886,67052,13760
280,alloc,2192,552164,634880,0.869714,68892,13824
281,alloc,2642,554808,638976,0.868277,70280,13888
282,alloc,242,555052,638976,0.868659,70004,13920
283,alloc,2223,557276,643072,0.866584,71812,13984
284,alloc,2269,559548,647168,0.864610,73572,14048
285,alloc,2002,561552,651264,0.862249,75600,14112
286,alloc,3113,564668,655360,0.861615,76516,14176
287,alloc,1166,565836,655360,0.863397,75316,14208
288,alloc,3418,569256,659456,0.863221,75928,14272
289,alloc,2336,571592,663552,0.861413,77624,14336
290,alloc,125,571720,663552,0.861605,77464,14368
291,alloc,2809,574532,667648,0.860531,78684,14432
292,alloc,3186,577720,671744,0.860030,79528,14496
293,alloc,1701,579424,671744,0.862567,77792,14528
294,alloc,41,579468,671744,0.862632,77716,14560
295,alloc,2047,581516,675840,0.860434,79700,14624
296,alloc,3285,584804,679936,0.860087,80444,14688
297,alloc,1296,586100,679936,0.861993,79116,14720
298,alloc,2362,588464,684032,0.860287,80784,14784
299,alloc,3728,592192,688128,0.860584,81088,14848
300,alloc,1218,593412,688128,0.862357,79836,14880
301,alloc,2000,595412,692224,0.860144,81868,14944
302,alloc,616,596028,692224,0.861033,81220,14976
303,alloc,2825,598856,696320,0.860030,82424,15040
304,alloc,1725,600584,696320,0.862511,80664,15072
305,alloc,2797,603384,700416,0.861465,81896,15136
306,alloc,2086,605472,704512,0.859420,83840,15200
307,alloc,3274,608748,708608,0.859076,84596,15264
308,alloc,3603,612352,712704,0.859195,85024,15328
309,alloc,1058,613412,712704,0.860683,83932,15360
310,alloc,1396,614808,712704,0.862641,82504,15392
311,alloc,3838,618648,716800,0.863069,82696,15456
312,alloc,3034,621684,720896,0.862377,83692,15520
313,alloc,854,622540,720896,0.863564,82804,15552
314,alloc,2662,625204,724992,0.862360,84172,15616
315,alloc,3372,628576,729088,0.862140,84832,15680
316,alloc,2883,631460,733184,0.861257,85980,15744
317,alloc,2646,634108,737280,0.860064,87364,15808
318,alloc,1822,635948,737280,0.862560,85524,15808
319,alloc,3580,639528,741376,0.862623,85976,15872
320,alloc,1315,640844,741376,0.864398,84628,15904
321,alloc,449,641296,741376,0.865008,84176,15904
322,alloc,772,642068,741376,0.866049,83372,15936
323,alloc,924,642992,741376,0.867295,82416,15968
324,alloc,329,643336,741376,0.867759,82072,15968
325,alloc,497,643836,741376,0.868434,81540,16000
326,alloc,1262,645100,741376,0.870139,80244,16032
327,alloc,864,645964,741376,0.871304,79348,16064
328,alloc,2782,648748,745472,0.870251,80596,16128
329,alloc,579,649328,745472,0.871029,79984,16160
330,alloc,3355,652684,749568,0.870747,80660,16224
331,alloc,3475,656160,753664,0.870627,81216,16288
332,alloc,3035,659196,757760,0.869927,82212,16352
333,alloc,1308,660504,757760,0.871653,80872,16384
334,alloc,2591,663096,761856,0.870369,82312,16448
335,alloc,3211,666308,765952,0.869908,83132,16512
336,alloc,2973,669284,770048,0.869146,84188,16576
337,alloc,609,669896,770048,0.869941,83544,16608
338,alloc,3749,673648,774144,0.870184,83824,16672
339,alloc,3019,676668,778240,0.869485,84836,16736
340,alloc,104,676772,778240,0.869619,84700,16768
341,alloc,3828,680600,782336,0.869959,84904,16832
342,alloc,2107,682708,786432,0.868108,86828,16896
343,alloc,1883,684592,786432,0.870504,84912,16928
344,alloc,1726,686320,790528,0.868179,87216,16992
345,alloc,121,686444,790528,0.868336,87060,17024
346,alloc,389,686836,790528,0.868832,86636,17056
347,alloc,307,687144,790528,0.869222,86296,17088
348,alloc,843,687988,790528,0.870289,85420,17120
349,alloc,2728,690716,794624,0.869236,86724,17184
350,alloc,3028,693744,798720,0.868570,87728,17248
351,alloc,1319,695064,798720,0.870222,86376,17280
352,alloc,3204,698268,802816,0.869773,87204,17344
353,alloc,2900,701168,806912,0.868952,88336,17408
354,alloc,1935,703104,811008,0.866951,90432,17472
355,alloc,399,703504,811008,0.867444,90000,17504
356,alloc,2930,706436,815104,0.866682,91100,17568
357,alloc,1521,707960,815104,0.868552,89544,17600
358,alloc,3073,711036,819200,0.867964,90500,17664
359,alloc,3625,714664,823296,0.868052,90904,17728
360,alloc,1249,715916,823296,0.869573,89620,17760
361,alloc,772,716688,823296,0.870511,88816,17792
362,alloc,3492,720180,827392,0.870422,89356,17856
363,alloc,1523,721704,831488,0.867967,91864,17920
364,alloc,2234,723940,831488,0.870656,89596,17952
365,alloc,2617,726560,835584,0.869524,91008,18016
366,alloc,57,726620,835584,0.869595,90916,18048
367,alloc,3858,730480,839680,0.869950,91088,18112
368,alloc,3834,734316,843776,0.870274,91284,18176
369,alloc,2459,736776,847872,0.868971,92856,18240
370,alloc,989,737768,847872,0.870141,91832,18272
371,alloc,3181,740952,851968,0.869695,92680,18336
372,alloc,3456,744408,856064,0.869570,93256,18400
373,alloc,1670,746080,860160,0.867374,95616,18464
374,alloc,334,746416,860160,0.867764,95248,18496
375,alloc,3974,750392,864256,0.868252,95304,18560
376,alloc,3527,753920,868352,0.868219,95808,18624
377,alloc,753,754676,868352,0.869090,95020,18656
378,alloc,817,755496,868352,0.870034,94168,18688
379,alloc,3298,758796,872448,0.869732,94900,18752
380,alloc,2840,761636,876544,0.868908,96092,18816
381,alloc,501,762140,876544,0.869483,95556,18848
382,alloc,3018,765160,880640,0.868868,96568,18912
383,alloc,2971,768132,884736,0.868205,97628,18976
384,alloc,378,768512,884736,0.868634,97216,19008
385,alloc,3128,771640,888832,0.868151,98120,19072
386,alloc,2210,773852,892928,0.866645,99940,19136
387,alloc,2183,776036,897024,0.865123,101788,19200
388,alloc,1058,777096,897024,0.866305,100696,19232
389,alloc,1000,778096,897024,0.867419,99664,19264
390,alloc,3889,781988,901120,0.867796,99804,19328
391,alloc,1746,783736,905216,0.865800,102088,19392
392,alloc,1097,784836,905216,0.867015,100956,19424
393,alloc,887,785724,905216,0.867996,100036,19456
394,alloc,1618,787344,909312,0.865868,102448,19520
395,alloc,2847,790192,913408,0.865103,103632,19584
396,alloc,3801,793996,917504,0.865387,103860,19648
397,alloc,1364,795360,917504,0.866874,102464,19680
398,alloc,3795,799156,921600,0.867140,102700,19744
399,alloc,1832,800988,925696,0.865282,104900,19808
400,alloc,1730,802720,925696,0.867153,103136,19840
401,alloc,1822,804544,929792,0.865295,105344,19904
402,alloc,2325,806872,933888,0.863992,107048,19968
403,alloc,2931,809804,937984,0.863345,108148,20032
404,alloc,677,810484,937984,0.864070,107436,20064
405,alloc,1413,811900,937984,0.865580,105988,20096
406,alloc,2727,814628,942080,0.864712,107292,20160
407,alloc,1911,816540,942080,0.866742,105348,20192
408,alloc,1644,818184,946176,0.864727,107736,20256
409,alloc,2885,821072,950272,0.864039,108880,20320
410,alloc,1170,822244,950272,0.865272,107676,20352
411,alloc,1392,823636,954368,0.863017,110316,20416
412,alloc,101,823740,954368,0.863126,110180,20448
413,alloc,698,824440,954368,0.863860,109448,20480
414,alloc,1584,826024,954368,0.865519,107832,20512
415,alloc,1707,827732,958464,0.863603,110156,20576
416,alloc,1682,829416,958464,0.865360,108440,20608
417,alloc,690,830108,958464,0.866082,107716,20640
418,alloc,1962,832072,962560,0.864437,109784,20704
419,alloc,1979,834052,962560,0.866494,107772,20736
420,alloc,63,834116,962560,0.866560,107676,20768
421,alloc,2964,837080,966656,0.865954,108744,20832
422,alloc,2633,839716,970752,0.865016,110140,20896
423,alloc,1749,841468,974848,0.863179,112420,20960
424,alloc,2097,843568,974848,0.865333,110288,20992
425,alloc,2389,845960,978944,0.864156,111928,21056
426,alloc,507,846468,978944,0.864675,111388,21088
427,alloc,1468,847936,983040,0.862565,113952,21152
428,alloc,1451,849388,983040,0.864042,112468,21184
429,alloc,641,850032,983040,0.864697,111792,21216
430,alloc,2885,852920,987136,0.864035,112936,21280
431,alloc,1108,854028,987136,0.865157,111796,21312
432,alloc,3754,857784,991232,0.865372,112072,21376
433,alloc,1336,859120,991232,0.866719,110704,21408
434,alloc,3772,862892,995328,0.866942,110964,21472
435,alloc,2636,865528,999424,0.866027,112360,21536
436,alloc,757,866288,999424,0.866787,111568,21568
437,alloc,3395,869684,1003520,0.866633,112204,21632
438,alloc,1077,870784,1003520,0.867730,111104,21632
439,alloc,523,871308,1003520,0.868252,110548,21664
440,alloc,1111,872420,1003520,0.869360,109404,21696
441,alloc,3213,875636,1007616,0.869018,110220,21760
442,alloc,2393,878032,1011712,0.867868,111856,21824
443,alloc,2523,880556,1015808,0.866853,113364,21888
444,alloc,3607,884164,1019904,0.866909,113788,21952
445,alloc,1385,885552,1019904,0.868270,112368,21984
446,alloc,3283,888836,1024000,0.868004,113116,22048
447,alloc,344,889180,1024000,0.868340,112740,22080
448,alloc,1260,890440,1024000,0.869570,111448,22112
449,alloc,24,890464,1024000,0.869594,111392,22144
450,alloc,640,891104,1024000,0.870219,110720,22176
451,alloc,3351,894456,1028096,0.870012,111400,22240
452,alloc,1043,895524,1028096,0.871051,110332,22240
453,alloc,2672,898196,1032192,0.870183,111692,22304
454,alloc,3670,901868,1036288,0.870287,112052,22368
455,alloc,1478,903348,1040384,0.868283,114604,22432
456,alloc,1806,905156,1040384,0.870021,112764,22464
457,alloc,719,905876,1040384,0.870713,112012,22496
458,alloc,740,906616,1040384,0.871424,111240,22528
459,alloc,1469,908088,1044480,0.869416,113800,22592
460,alloc,2753,910844,1048576,0.868649,115076,22656
461,alloc,54,910900,1048576,0.868702,114988,22688
462,alloc,2567,913468,1052672,0.867761,116452,22752
463,alloc,2939,916408,1056768,0.867180,117544,22816
464,alloc,2712,919120,1060864,0.866388,118864,22880
465,alloc,1177,920300,1060864,0.867500,117652,22912
466,alloc,3889,924192,1064960,0.867819,117792,22976
467,alloc,2138,926332,1064960,0.869828,115620,23008
468,alloc,1426,927760,1064960,0.871169,114160,23040
469,alloc,3583,931344,1069056,0.871184,114608,23104
470,alloc,594,931940,1069056,0.871741,113980,23136
471,alloc,4080,936020,1077248,0.868899,118028,23200
472,alloc,3176,939196,1077248,0.871848,114820,23232
473,alloc,2753,941952,1081344,0.871094,116096,23296
474,alloc,2900,944852,1085440,0.870478,117228,23360
475,alloc,3309,948164,1089536,0.870246,117948,23424
476,alloc,3616,951780,1093632,0.870293,118364,23488
477,alloc,2325,954108,1097728,0.869166,120068,23552
478,alloc,1517,955628,1097728,0.870551,118516,23584
479,alloc,2802,958432,1101824,0.869859,119744,23648
480,alloc,659,959092,1101824,0.870458,119052,23680
481,alloc,2956,962048,1105920,0.869907,120128,23744
482,alloc,842,962892,1105920,0.870671,119252,23776
483,alloc,1799,964692,1110016,0.869079,121484,23840
484,alloc,1867,966560,1110016,0.870762,119584,23872
485,alloc,2136,968696,1114112,0.869478,121480,23936
486,alloc,2424,971120,1118208,0.868461,123088,24000
487,alloc,4048,975184,1122304,0.868913,123088,24032
488,alloc,3674,978860,1126400,0.869016,123444,24096
489,alloc,85,978948,1126400,0.869094,123324,24128
490,alloc,625,979576,1126400,0.869652,122664,24160
491,alloc,4003,983580,1130496,0.870043,122692,24224
492,alloc,162,983744,1130496,0.870188,122496,24256
493,alloc,3460,987204,1134592,0.870096,123068,24320
494,alloc,213,987420,1134592,0.870286,122820,24352
495,alloc,3080,990500,1138688,0.869861,123772,24416
496,alloc,3523,994024,1142784,0.869827,124280,24480
497,alloc,2659,996684,1146880,0.869039,125652,24544
498,alloc,2050,998736,1150976,0.867730,127632,24608
499,alloc,953,999692,1150976,0.868560,126644,24640
500,alloc,892,1000584,1150976,0.869335,125720,24672
501,alloc,3704,1004288,1155072,0.869459,126048,24736
502,alloc,1459,1005748,1155072,0.870723,124556,24768
503,alloc,1592,1007340,1159168,0.869020,126996,24832
504,alloc,1053,1008396,1159168,0.869931,125908,24864
505,alloc,715,1009112,1159168,0.870549,125160,24896
506,alloc,3738,1012852,1163264,0.870698,125452,24960
507,alloc,3643,1016496,1167360,0.870765,125840,25024
508,alloc,3620,1020116,1171456,0.870810,126252,25088
509,alloc,2837,1022956,1175552,0.870192,127444,25152
510,alloc,86,1023044,1175552,0.870267,127324,25184
511,alloc,3787,1026832,1179648,0.870456,127568,25248
512,alloc,2998,1029832,1183744,0.869979,128600,25312
513,alloc,1271,1031104,1183744,0.871053,127296,25344
514,alloc,2084,1033188,1187840,0.869804,129244,25408
515,alloc,3846,1037036,1191936,0.870043,129428,25472
516,alloc,2085,1039124,1196032,0.868810,131372,25536
517,alloc,3113,1042240,1200128,0.868441,132288,25600
518,alloc,2208,1044448,1204224,0.867320,134112,25664
519,alloc,3102,1047552,1208320,0.866949,135040,25728
520,alloc,53,1047608,1208320,0.866995,134952,25760
521,alloc,953,1048564,1208320,0.867787,133964,25792
522,alloc,3919,1052484,1212416,0.868088,134076,25856
523,alloc,2806,1055292,1216512,0.867474,135300,25920
524,alloc,3261,1058556,1220608,0.867237,136068,25984
525,alloc,624,1059180,1220608,0.867748,135412,26016
526,alloc,1537,1060720,1220608,0.869010,133840,26048
527,alloc,3437,1064160,1224704,0.868912,134432,26112
528,alloc,1018,1065180,1224704,0.869745,133380,26144
529,alloc,3079,1068260,1228800,0.869352,134332,26208
530,alloc,752,1069012,1228800,0.869964,133548,26240
531,alloc,831,1069852,1228800,0.870648,132708,26240
532,alloc,2807,1072660,1232896,0.870033,133932,26304
533,alloc,3962,1076624,1236992,0.870356,134000,26368
534,alloc,2942,1079568,1241088,0.869856,135088,26432
535,alloc,2219,1081788,1245184,0.868778,136900,26496
536,alloc,3310,1085100,1249280,0.868580,137620,26560
