event,action,req_bytes,aligned_in_use,bytes_from_os,utilization,free_payload,overhead_est
4240,alloc,3704,8670032,9887744,0.876846,1023472,194240
4241,alloc,3515,8673548,9891840,0.876839,1023988,194304
4242,alloc,275,8673824,9891840,0.876867,1023680,194336
4243,alloc,3941,8677768,9895936,0.876902,1023768,194400
4244,alloc,3292,8681060,9900032,0.876872,1024508,194464
4245,alloc,1950,8683012,9904128,0.876706,1026588,194528
4246,alloc,2901,8685916,9908224,0.876637,1027716,194592
4247,alloc,2152,8688068,9912320,0.876492,1029596,194656
4248,alloc,3574,8691644,9916416,0.876490,1030052,194720
4249,alloc,4070,8695716,9924608,0.876177,1034108,194784
4250,alloc,1655,8697372,9924608,0.876344,1032420,194816
4251,alloc,3610,8700984,9928704,0.876346,1032840,194880
4252,alloc,453,8701440,9928704,0.876392,1032352,194912
4253,alloc,2454,8703896,9932800,0.876278,1033928,194976
4254,alloc,209,8704108,9932800,0.876300,1033684,195008
4255,alloc,99,8704208,9932800,0.876310,1033552,195040
4256,alloc,1435,8705652,9932800,0.876455,1032108,195040
4257,alloc,2270,8707924,9936896,0.876322,1033868,195104
4258,alloc,2719,8710644,9940992,0.876235,1035180,195168
4259,alloc,527,8711172,9940992,0.876288,1034620,195200
4260,alloc,734,8711908,9940992,0.876362,1033884,195200
4261,alloc,3786,8715696,9945088,0.876382,1034128,195264
4262,alloc,29,8715728,9945088,0.876385,1034096,195264
4263,alloc,280,8716008,9945088,0.876413,1033784,195296
4264,alloc,3374,8719384,9949184,0.876392,1034440,195360
4265,alloc,3509,8722896,9953280,0.876384,1034960,195424
4266,alloc,354,8723252,9953280,0.876420,1034604,195424
4267,alloc,239,8723492,9953280,0.876444,1034332,195456
4268,alloc,1749,8725252,9953280,0.876621,1032572,195456
4269,alloc,1865,8727120,9957376,0.876448,1034736,195520
4270,alloc,2272,8729392,9961472,0.876315,1036496,195584
4271,alloc,2678,8732072,9965568,0.876224,1037848,195648
4272,alloc,1582,8733680,9965568,0.876386,1036240,195648
4273,alloc,716,8734396,9965568,0.876457,1035492,195680
4274,alloc,169,8734568,9965568,0.876475,1035288,195712
4275,alloc,821,8735392,9965568,0.876557,1034464,195712
4276,alloc,1268,8736660,9965568,0.876685,1033164,195744
4277,alloc,2421,8739084,9969664,0.876568,1034772,195808
4278,alloc,1768,8740852,9973760,0.876385,1037036,195872
4279,alloc,3456,8744308,9977856,0.876371,1037612,195936
4280,alloc,2389,8746700,9981952,0.876251,1039252,196000
4281,alloc,496,8747196,9981952,0.876301,1038724,196032
4282,alloc,676,8747872,9981952,0.876369,1038016,196064
4283,alloc,3544,8751416,9986048,0.876364,1038504,196128
4284,alloc,1305,8752724,9986048,0.876495,1037164,196160
4285,alloc,2906,8755632,9990144,0.876427,1038288,196224
4286,alloc,3978,8759612,9994240,0.876466,1038340,196288
4287,alloc,3993,8763608,9998336,0.876507,1038376,196352
4288,alloc,1609,8765220,9998336,0.876668,1036732,196384
4289,alloc,3088,8768308,10002432,0.876618,1037676,196448
4290,alloc,1681,8769992,10006528,0.876427,1040024,196512
4291,alloc,1095,8771088,10006528,0.876537,1038896,196544
4292,alloc,3392,8774480,10010624,0.876517,1039536,196608
4293,alloc,192,8774672,10010624,0.876536,1039312,196640
4294,alloc,2955,8777628,10014720,0.876473,1040388,196704
4295,alloc,3383,8781012,10018816,0.876452,1041036,196768
4296,alloc,3196,8784208,10022912,0.876413,1041872,196832
4297,alloc,3583,8787792,10027008,0.876412,1042320,196896
4298,alloc,3909,8791704,10031104,0.876444,1042440,196960
4299,alloc,3459,8795164,10035200,0.876431,1043012,197024
4300,alloc,372,8795536,10035200,0.876468,1042640,197024
4301,alloc,1683,8797220,10039296,0.876279,1044988,197088
4302,alloc,2076,8799296,10039296,0.876485,1042880,197120
4303,alloc,2860,8802156,10043392,0.876413,1044052,197184
4304,alloc,622,8802780,10043392,0.876475,1043428,197184
4305,alloc,28,8802808,10043392,0.876478,1043368,197216
4306,alloc,279,8803088,10043392,0.876505,1043056,197248
4307,alloc,2588,8805676,10047488,0.876406,1044500,197312
4308,alloc,2138,8807816,10051584,0.876261,1046392,197376
4309,alloc,2607,8810424,10055680,0.876164,1047816,197440
4310,alloc,3987,8814412,10059776,0.876204,1047860,197504
4311,alloc,2412,8816824,10063872,0.876087,1049480,197568
4312,alloc,1208,8818032,10063872,0.876207,1048240,197600
4313,alloc,1175,8819208,10063872,0.876324,1047032,197632
4314,alloc,2172,8821380,10067968,0.876183,1048892,197696
4315,alloc,2274,8823656,10072064,0.876052,1050648,197760
4316,alloc,1574,8825232,10072064,0.876209,1049040,197792
4317,alloc,2101,8827336,10076160,0.876062,1050968,197856
4318,alloc,2610,8829948,10080256,0.875965,1052388,197920
4319,alloc,3320,8833268,10084352,0.875938,1053100,197984
4320,alloc,2670,8835940,10088448,0.875847,1054460,198048
4321,alloc,468,8836408,10088448,0.875894,1053960,198080
4322,alloc,2955,8839364,10092544,0.875831,1055036,198144
4323,alloc,2560,8841924,10096640,0.875729,1056508,198208
4324,alloc,787,8842712,10096640,0.875807,1055720,198208
4325,alloc,2504,8845216,10100736,0.875700,1057248,198272
4326,alloc,2678,8847896,10104832,0.875610,1058600,198336
4327,alloc,2796,8850692,10108928,0.875532,1059836,198400
4328,alloc,2208,8852900,10113024,0.875396,1061660,198464
4329,alloc,3750,8856652,10117120,0.875412,1061940,198528
4330,alloc,1830,8858484,10121216,0.875239,1064140,198592
4331,alloc,2968,8861452,10125312,0.875178,1065204,198656
4332,alloc,3998,8865452,10129408,0.875219,1065236,198720
4333,alloc,2862,8868316,10133504,0.875148,1066404,198784
4334,alloc,517,8868836,10133504,0.875199,1065852,198816
4335,alloc,3439,8872276,10137600,0.875185,1066444,198880
4336,alloc,1757,8874036,10137600,0.875359,1064652,198912
